Block	MerSort	QuickSort	Swaps
872	0.013267	0.010354	382351210
873	0.013195	0.010374	383418932
874	0.013210	0.010301	384362313
875	0.013232	0.010325	385299315
876	0.013256	0.010025	386158557
877	0.013300	0.010384	387116944
878	0.013317	0.010355	388106013
879	0.013356	0.010381	389043091
880	0.013382	0.010324	389923993
881	0.013528	0.010298	390796726
882	0.013404	0.010434	391705798
883	0.013398	0.010400	392640606
884	0.013440	0.010340	393568067
885	0.013417	0.010220	394454665
886	0.013526	0.010298	395285881
887	0.013501	0.010396	396149050
888	0.013450	0.010465	397150794
889	0.013451	0.010480	398089266
890	0.013504	0.010293	398989974
891	0.013508	0.010358	399891923
892	0.013507	0.010578	400902524
893	0.013530	0.010424	401855110
894	0.013558	0.010432	402826099
895	0.013576	0.010381	403729974
896	0.013648	0.010326	404636613
897	0.013597	0.010445	405581940
898	0.013580	0.010445	406542286
899	0.013595	0.010514	407534842
900	0.013713	0.010832	408593237
901	0.013786	0.010675	409541046
902	0.013704	0.010670	410476844
903	0.013954	0.010880	411490386
904	0.013958	0.010737	412404716
905	0.013979	0.010786	413358117
906	0.013806	0.010718	414344608
907	0.013737	0.011187	415534577
908	0.013852	0.010852	416458385
909	0.013779	0.010473	417425950
910	0.013850	0.010720	418387135
911	0.013816	0.010661	419307610
912	0.013860	0.010834	420313615
913	0.013911	0.010720	421311169
914	0.013899	0.010771	422245565
915	0.013884	0.010581	423184107
916	0.013929	0.010892	424172269
917	0.013909	0.010751	425110694
918	0.013923	0.010902	426132311
919	0.013950	0.010911	427172614
920	0.014011	0.011010	428137394
921	0.014064	0.010952	429092043
922	0.014128	0.011156	430112560
923	0.014295	0.011091	431106644
924	0.014304	0.011123	432057638
925	0.014330	0.010896	432969400
926	0.014176	0.010771	433903001
927	0.014108	0.010821	434857134
928	0.014090	0.011216	435966308
929	0.014125	0.011182	437007603
930	0.014119	0.010900	437955062
931	0.014217	0.010994	438894611
932	0.014179	0.011049	439946380
933	0.014187	0.011044	440971788
934	0.014191	0.010931	441919412
935	0.014194	0.010913	442842701
936	0.014199	0.011100	443877204
937	0.014323	0.010965	444900985
938	0.014304	0.011101	445962038
939	0.014372	0.011279	446946377
940	0.014296	0.011084	447921198
941	0.014325	0.011053	448885161
942	0.014288	0.010966	449860629
943	0.014297	0.011084	450776588
944	0.014342	0.011173	451803048
945	0.014355	0.011049	452724841
946	0.014355	0.011130	453720116
947	0.014381	0.011287	454806080
948	0.014498	0.010925	455764032
949	0.014429	0.011103	456700063
950	0.014447	0.011291	457696516
951	0.014451	0.011267	458737208
952	0.014481	0.011138	459673105
953	0.014521	0.011239	460769683
954	0.014452	0.011130	461711809
955	0.014484	0.011343	462719321
956	0.014503	0.011157	463729827
957	0.014542	0.011303	464745430
958	0.014578	0.011420	465794047
959	0.014610	0.011153	466740177
960	0.014583	0.011593	467828288
961	0.014570	0.011199	468804538
962	0.014594	0.011298	469788937
963	0.014637	0.011253	470762679
964	0.014663	0.011377	471690656
965	0.014624	0.011292	472675812
966	0.014643	0.011173	473652538
967	0.014679	0.011420	474672456
968	0.014664	0.011377	475673879
969	0.014771	0.011547	476741021
970	0.014752	0.012058	477883249
971	0.014677	0.011632	479034082
972	0.014702	0.011503	480034848
973	0.014719	0.011621	481088740
974	0.014744	0.011500	482087500
975	0.014743	0.011475	483111631
976	0.014775	0.011710	484237464
977	0.014804	0.011439	485187843
978	0.014830	0.011662	486247744
979	0.014825	0.011509	487296909
980	0.014767	0.011617	488333949
981	0.014835	0.011482	489308919
982	0.014798	0.011429	490339946
983	0.014848	0.011774	491338566
984	0.015240	0.011952	492493844
985	0.015478	0.011945	493559559
986	0.015219	0.011839	494599023
987	0.015317	0.012024	495699742
988	0.015268	0.011667	496752839
989	0.015001	0.011811	497819034
990	0.014992	0.011704	498817144
991	0.015004	0.011653	499913235
992	0.015014	0.011809	501019727
993	0.015038	0.011603	502106744
994	0.015050	0.011818	503172396
995	0.015165	0.011664	504167471
996	0.015156	0.011945	505266403
997	0.015188	0.011709	506369275
998	0.015134	0.011873	507475612
999	0.015304	0.011864	508536598
1000	0.015207	0.011975	509640331
