Block	MerSort	QuickSort	Swaps
873	0.013248	0.010328	368646517
874	0.013212	0.010026	369490605
875	0.013213	0.010780	370483351
876	0.013290	0.010169	371371251
877	0.013411	0.010219	372223110
878	0.013309	0.010485	373222544
879	0.013430	0.010314	374057347
880	0.013578	0.010603	375034839
881	0.013578	0.010472	375926246
882	0.013605	0.010506	376792572
883	0.013543	0.010272	377679731
884	0.013688	0.010285	378553159
885	0.013751	0.010347	379426097
886	0.013762	0.010401	380268595
887	0.013715	0.010608	381145855
888	0.013759	0.010828	382133751
889	0.013712	0.010530	382966246
890	0.013750	0.010741	383916164
891	0.013749	0.010546	384807014
892	0.013770	0.010497	385719564
893	0.013519	0.010352	386597518
894	0.013561	0.010476	387448072
895	0.013557	0.010528	388436712
896	0.013595	0.010329	389309274
897	0.013633	0.010647	390302785
898	0.013693	0.010437	391224474
899	0.013610	0.010348	392056794
900	0.013650	0.010451	392913529
901	0.013804	0.010772	393889960
902	0.013735	0.010493	394778139
903	0.013967	0.011205	395930540
904	0.013947	0.010742	396820643
905	0.013979	0.010708	397739028
906	0.014001	0.010760	398634985
907	0.014010	0.010621	399565204
908	0.014033	0.010872	400537235
909	0.013966	0.010754	401605134
910	0.013770	0.010665	402583885
911	0.014183	0.010814	403445125
912	0.013892	0.010376	404259940
913	0.013909	0.010427	405100689
914	0.013869	0.010508	406005933
915	0.013915	0.010821	406972476
916	0.013892	0.010610	407855152
917	0.013995	0.010666	408808650
918	0.013902	0.010679	409760197
919	0.013938	0.010561	410656982
920	0.013951	0.010541	411522648
921	0.013983	0.010702	412360117
922	0.014094	0.010861	413286850
923	0.014045	0.010861	414333369
924	0.014095	0.010875	415274542
925	0.014093	0.010917	416349981
926	0.014097	0.010667	417197866
927	0.014146	0.010963	418262817
928	0.014182	0.010867	419214314
929	0.014095	0.010728	420136622
930	0.014167	0.010848	421069588
931	0.014134	0.010766	422036367
932	0.014194	0.010820	422958477
933	0.014240	0.010853	423950627
934	0.014265	0.010919	424943145
935	0.014166	0.010902	426021805
936	0.014238	0.010833	426945742
937	0.014255	0.010985	427909100
938	0.014378	0.010998	428889202
939	0.014287	0.010856	429860139
940	0.014252	0.010978	430749429
941	0.014286	0.011347	431882594
942	0.014409	0.010916	432797871
943	0.014401	0.010995	433686716
944	0.014787	0.011017	434664799
945	0.014590	0.011272	435610779
946	0.014862	0.011190	436560679
947	0.014650	0.011368	437523208
948	0.014521	0.010953	438467045
949	0.014465	0.011067	439443937
950	0.014427	0.011144	440395471
951	0.014399	0.010975	441314446
952	0.014424	0.011017	442238498
953	0.014448	0.011120	443116816
954	0.014462	0.011092	444075554
955	0.014464	0.011218	445094805
956	0.014529	0.011145	446056307
957	0.014520	0.011094	447010935
958	0.014558	0.011223	447994418
959	0.014549	0.011183	448972647
960	0.014537	0.011263	449933100
961	0.014634	0.011308	450925385
962	0.014645	0.011271	451937278
963	0.014570	0.011243	452905926
964	0.014638	0.011240	453909987
965	0.014625	0.011208	454905432
966	0.014655	0.011198	455857108
967	0.014730	0.011268	456804168
968	0.014729	0.011601	457822899
969	0.014805	0.011627	458838114
970	0.014719	0.011486	459785435
971	0.014739	0.011524	460775582
972	0.014795	0.011412	461731077
973	0.014692	0.011409	462679870
974	0.014737	0.011589	463696650
975	0.014779	0.011383	464664509
976	0.014766	0.011570	465616245
977	0.014758	0.011410	466650706
978	0.014751	0.011457	467595523
979	0.014801	0.011557	468745847
980	0.014876	0.011509	469694462
981	0.014966	0.011638	470668042
982	0.014928	0.011652	471649646
983	0.015118	0.011975	472785920
984	0.015136	0.011659	473769109
985	0.015197	0.012060	474893956
986	0.014941	0.011558	475883646
987	0.014941	0.011495	476837631
988	0.014935	0.011469	477771273
989	0.015019	0.011803	478844167
990	0.014993	0.011603	479849051
991	0.014988	0.011612	480846121
992	0.015004	0.011565	481808886
993	0.015097	0.011579	482858075
994	0.015029	0.011594	483868353
995	0.015161	0.011697	484854912
996	0.015085	0.011567	485803520
997	0.015136	0.011802	486846957
998	0.015177	0.011701	487807111
999	0.015302	0.011888	488919941
1000	0.015318	0.011948	490001846
